Año;Área;Régimen afiliación;Grupo de edad de la madre;Tipo de parto;# Nacimientos
2021;Localidad Desconocida;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Fontibón;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;1
2021;Antonio Nariño;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;1
2021;Usaquén;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Santa Fe;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Usme;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Bosa;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;2
2021;San Cristóbal;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;3
2021;Tunjuelito;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;3
2021;Engativá;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;3
2021;Suba;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;3
2021;Rafael Uribe Uribe;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;3
2021;Los Mártires;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;5
2021;Bogotá;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;42
2021;Kennedy;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;6
2021;Ciudad Bolívar;NO ASEGURADO;20 a 24 años;3.INSTRUMENTADO;6
2021;Bogotá;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Usaquén;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Chapinero;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Santa Fe;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;San Cristóbal;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Usme;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Tunjuelito;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Bosa;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Kennedy;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Fontibón;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Engativá;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Suba;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Barrios Unidos;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Teusaquillo;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Los Mártires;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Antonio Nariño;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Puente Aranda;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;La Candelaria;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Rafael Uribe Uribe;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Ciudad Bolívar;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Sumapaz;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Localidad Desconocida;OTRO;20 a 24 años;3.INSTRUMENTADO;0
2021;Bogotá;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Usaquén;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Chapinero;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Santa Fe;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;San Cristóbal;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Usme;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Tunjuelito;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Bosa;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Kennedy;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Fontibón;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Engativá;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Suba;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Barrios Unidos;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Teusaquillo;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Los Mártires;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Antonio Nariño;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Puente Aranda;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;La Candelaria;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Rafael Uribe Uribe;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Ciudad Bolívar;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Sumapaz;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Localidad Desconocida;PARTICULAR;20 a 24 años;3.INSTRUMENTADO;0
2021;Bogotá;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Usaquén;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Chapinero;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Santa Fe;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;San Cristóbal;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Usme;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Tunjuelito;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Bosa;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Kennedy;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Fontibón;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Engativá;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Suba;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Barrios Unidos;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Teusaquillo;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Los Mártires;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Antonio Nariño;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Puente Aranda;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;La Candelaria;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Rafael Uribe Uribe;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Ciudad Bolívar;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Sumapaz;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Localidad Desconocida;SIN INFORMACION;20 a 24 años;3.INSTRUMENTADO;0
2021;Usaquén;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Fontibón;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Barrios Unidos;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Teusaquillo;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Puente Aranda;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;La Candelaria;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Sumapaz;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Localidad Desconocida;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;0
2021;Tunjuelito;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;1
2021;Los Mártires;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;1
2021;Chapinero;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Santa Fe;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Engativá;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Antonio Nariño;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;2
2021;Bosa;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;4
2021;Bogotá;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;74
2021;San Cristóbal;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;15
2021;Usme;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;8
2021;Kennedy;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;6
2021;Suba;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;6
2021;Rafael Uribe Uribe;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;9
2021;Ciudad Bolívar;SUBSIDIADO;20 a 24 años;3.INSTRUMENTADO;16
2021;Bogotá;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Usaquén;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Chapinero;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Usme;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Bosa;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Kennedy;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Fontibón;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Engativá;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Suba;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;CONTRIBUTIVO;20 a 24 años;4.IGNORADO;0
2021;Bogotá;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Usaquén;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Chapinero;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Usme;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Bosa;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Kennedy;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Fontibón;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Engativá;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Suba;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;ESPECIAL;20 a 24 años;4.IGNORADO;0
2021;Bogotá;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Usaquén;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Chapinero;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Usme;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Bosa;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Kennedy;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Fontibón;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Engativá;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Suba;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;EXCEPCION;20 a 24 años;4.IGNORADO;0
2021;Bogotá;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Usaquén;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Chapinero;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Usme;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Bosa;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Kennedy;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Fontibón;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Engativá;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Suba;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;IGNORADO;20 a 24 años;4.IGNORADO;0
2021;Bogotá;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Usaquén;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Chapinero;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Usme;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Bosa;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Kennedy;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Fontibón;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Engativá;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Suba;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;NO ASEGURADO;20 a 24 años;4.IGNORADO;0
2021;Bogotá;OTRO;20 a 24 años;4.IGNORADO;0
2021;Usaquén;OTRO;20 a 24 años;4.IGNORADO;0
2021;Chapinero;OTRO;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;OTRO;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;OTRO;20 a 24 años;4.IGNORADO;0
2021;Usme;OTRO;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;OTRO;20 a 24 años;4.IGNORADO;0
2021;Bosa;OTRO;20 a 24 años;4.IGNORADO;0
2021;Kennedy;OTRO;20 a 24 años;4.IGNORADO;0
2021;Fontibón;OTRO;20 a 24 años;4.IGNORADO;0
2021;Engativá;OTRO;20 a 24 años;4.IGNORADO;0
2021;Suba;OTRO;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;OTRO;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;OTRO;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;OTRO;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;OTRO;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;OTRO;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;OTRO;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;OTRO;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;OTRO;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;OTRO;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;OTRO;20 a 24 años;4.IGNORADO;0
2021;Bogotá;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Usaquén;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Chapinero;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Usme;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Bosa;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Kennedy;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Fontibón;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Engativá;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Suba;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;PARTICULAR;20 a 24 años;4.IGNORADO;0
2021;Bogotá;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Usaquén;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Chapinero;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Usme;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Bosa;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Kennedy;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Fontibón;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Engativá;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Suba;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;SIN INFORMACION;20 a 24 años;4.IGNORADO;0
2021;Bogotá;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Usaquén;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Chapinero;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Santa Fe;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;San Cristóbal;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Usme;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Tunjuelito;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Bosa;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Kennedy;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Fontibón;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Engativá;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Suba;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Barrios Unidos;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Teusaquillo;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Los Mártires;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Antonio Nariño;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Puente Aranda;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;La Candelaria;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Rafael Uribe Uribe;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Ciudad Bolívar;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Sumapaz;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Localidad Desconocida;SUBSIDIADO;20 a 24 años;4.IGNORADO;0
2021;Bogotá;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Usaquén;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Chapinero;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Santa Fe;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;San Cristóbal;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Usme;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Tunjuelito;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Bosa;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Kennedy;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Fontibón;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Engativá;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Suba;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Barrios Unidos;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Teusaquillo;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Los Mártires;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Antonio Nariño;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Puente Aranda;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;La Candelaria;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Rafael Uribe Uribe;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Ciudad Bolívar;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Sumapaz;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Localidad Desconocida;CONTRIBUTIVO;20 a 24 años;SIN INFORMACION;0
2021;Bogotá;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Usaquén;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Chapinero;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Santa Fe;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;San Cristóbal;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Usme;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Tunjuelito;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Bosa;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Kennedy;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Fontibón;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Engativá;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Suba;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Barrios Unidos;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Teusaquillo;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Los Mártires;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Antonio Nariño;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Puente Aranda;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;La Candelaria;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Rafael Uribe Uribe;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Ciudad Bolívar;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Sumapaz;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Localidad Desconocida;ESPECIAL;20 a 24 años;SIN INFORMACION;0
2021;Bogotá;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;Usaquén;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;Chapinero;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;Santa Fe;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;San Cristóbal;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;Usme;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;Tunjuelito;EXCEPCION;20 a 24 años;SIN INFORMACION;0
2021;Bosa;EXCEPCION;20 a 24 años;SIN INFORMACION;0
